host_total_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
3.0,7,6,37.76801054014304,-122.43666237306536,1,0,6.0,2.0,3.0,3.0,0,4.0,31.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,625.0
6.0,2,0,37.77084767118647,-122.44811347552228,1,1,2.0,2.0,1.0,1.0,0,2.0,313.0,87.0,9.0,9.0,10.0,9.0,9.0,9.0,78.0
1.0,1,1,37.74382383173753,-122.41772673251323,1,0,2.0,1.0,1.0,1.0,0,5.0,48.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,147.0
2.0,0,3,37.78594364770903,-122.432192875102,2,0,4.0,1.0,1.0,2.0,0,30.0,87.0,96.0,10.0,10.0,9.0,9.0,10.0,10.0,240.0
6.0,2,0,37.770420697695165,-122.45019258502148,1,1,2.0,2.0,1.0,1.0,0,2.0,289.0,89.0,9.0,9.0,10.0,9.0,9.0,9.0,78.0
4.0,17,9,37.80281100414563,-122.41539590929222,0,1,4.0,1.0,1.0,1.0,0,2.0,131.0,95.0,10.0,10.0,9.0,10.0,10.0,9.0,139.0
1.0,4,1,37.75631936972899,-122.4047789531847,1,0,2.0,1.0,1.0,1.0,0,2.0,42.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,145.0
1.0,6,12,37.77653320971659,-122.41877580993958,0,0,5.0,2.0,2.0,2.0,0,365.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
1.0,4,1,37.76096715422161,-122.42313045777621,0,1,2.0,1.0,1.0,1.0,0,2.0,298.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,115.0
1.0,7,6,37.768402646885946,-122.43086055330338,0,1,2.0,1.0,1.0,1.0,0,3.0,156.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,99.0
21.0,21,14,37.79341363789447,-122.40339940420168,8,2,3.0,1.0,1.0,1.0,0,1.0,252.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,38.0
1.0,12,16,37.79113834524172,-122.4102947801119,1,0,9.0,2.5,4.0,4.0,0,2.0,55.0,87.0,9.0,9.0,9.0,9.0,10.0,8.0,995.0
5.0,8,6,37.755647273756225,-122.44021786803921,0,0,4.0,1.0,1.0,0.0,0,30.0,71.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
2.0,18,10,37.78448987541317,-122.46188101322068,0,0,4.0,1.5,2.0,3.0,0,3.0,36.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
4.0,17,9,37.80300926310588,-122.41580891918602,0,1,3.0,1.5,1.0,2.0,0,2.0,149.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,99.0
1.0,27,21,37.741738929681155,-122.50434675643139,0,0,4.0,1.0,1.0,2.0,0,2.0,150.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,125.0
21.0,21,14,37.7927077291053,-122.40382575340777,8,2,4.0,0.0,1.0,1.0,0,1.0,252.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,38.0
1.0,15,12,37.77498573484536,-122.40634931130347,0,0,2.0,1.0,1.0,1.0,0,2.0,40.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,160.0
2.0,19,13,37.7265716252646,-122.4278881577333,1,1,2.0,1.0,1.0,1.0,0,2.0,154.0,89.0,9.0,8.0,9.0,10.0,9.0,9.0,59.0
1.0,5,4,37.75888606618256,-122.39538804401353,6,0,5.0,1.0,3.0,3.0,0,6.0,16.0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,315.0
7.0,28,8,37.770270857904244,-122.51090525601585,6,0,4.0,2.0,2.0,2.0,0,185.0,2.0,80.0,10.0,8.0,10.0,8.0,10.0,10.0,159.0
1.0,7,6,37.76188298040355,-122.44215252096134,0,1,2.0,1.0,1.0,0.0,0,1.0,477.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0
1.0,18,10,37.77579193825386,-122.45504496210103,1,1,1.0,1.0,1.0,1.0,0,2.0,213.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
21.0,21,14,37.79469729962835,-122.40373662568413,8,2,1.0,1.0,1.0,1.0,0,1.0,136.0,92.0,9.0,9.0,10.0,10.0,9.0,9.0,38.0
21.0,21,14,37.79440986474666,-122.40472525122537,8,2,5.0,1.0,1.0,1.0,0,1.0,156.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,38.0
1.0,7,6,37.762944812486616,-122.43973594027395,0,1,2.0,1.5,1.0,1.0,0,2.0,120.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,95.0
1.0,2,0,37.76710858506811,-122.45151218848747,0,0,2.0,1.0,1.0,1.0,0,2.0,98.0,94.0,9.0,10.0,10.0,10.0,10.0,9.0,200.0
1.0,7,6,37.766388176882735,-122.42925709765879,6,1,2.0,1.0,1.0,1.0,0,3.0,168.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
1.0,15,12,37.77641429751837,-122.40453636486582,0,0,2.0,1.0,1.0,1.0,0,30.0,97.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,169.0
2.0,5,4,37.75612323872454,-122.39966658849838,2,0,4.0,2.0,2.0,2.0,0,4.0,30.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,325.0
1.0,29,17,37.75345980283525,-122.50358489575856,1,1,2.0,1.0,1.0,1.0,0,30.0,49.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,70.0
2.0,0,3,37.78083641745867,-122.44108589732295,6,0,6.0,1.0,1.0,5.0,0,5.0,90.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,135.0
1.0,4,12,37.76833112796759,-122.42591990652701,0,1,1.0,1.0,1.0,1.0,3,2.0,32.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,95.0
1.0,3,13,37.72681357623567,-122.43419054174052,3,0,3.0,1.0,1.0,2.0,0,3.0,283.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,110.0
1.0,22,2,37.73773412930746,-122.44955527998941,1,1,4.0,1.5,2.0,2.0,0,1.0,27.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,250.0
1.0,8,7,37.74334023349654,-122.42931645550048,5,0,2.0,1.0,1.0,1.0,0,2.0,168.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,118.0
1.0,26,18,37.799213541692914,-122.43191250116546,1,0,2.0,1.0,1.0,1.0,0,2.0,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
1.0,4,1,37.75394850236603,-122.41917251022949,0,1,2.0,2.0,1.0,1.0,0,3.0,75.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,115.0
1.0,7,6,37.76274918440637,-122.44251542727513,6,0,6.0,2.0,3.0,3.0,0,3.0,8.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,465.0
1.0,3,7,37.73224558938288,-122.43614258253294,1,0,6.0,2.0,2.0,4.0,0,3.0,56.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,300.0
1.0,5,4,37.75971287904621,-122.38833336444765,0,0,2.0,1.0,1.0,1.0,0,2.0,143.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0
39.0,19,13,37.730964599490534,-122.42377947897072,1,1,2.0,1.0,1.0,1.0,0,30.0,18.0,82.0,8.0,8.0,9.0,9.0,8.0,8.0,40.0
1.0,7,6,37.7626741714481,-122.43919495998337,1,0,4.0,1.0,1.0,2.0,0,2.0,90.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
1.0,29,17,37.75737019803541,-122.5061943752885,2,0,6.0,2.0,2.0,4.0,3,2.0,163.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,269.0
1.0,4,1,37.76258853204935,-122.41747642643882,0,0,2.0,1.0,1.0,1.0,0,30.0,56.0,98.0,9.0,10.0,10.0,9.0,9.0,9.0,160.0
1.0,27,21,37.744337871868794,-122.47266130785194,1,1,2.0,1.0,1.0,1.0,0,3.0,253.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1.0,8,6,37.75131000095585,-122.43699616577315,1,0,2.0,1.0,1.0,1.0,0,7.0,43.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,159.0
1.0,10,9,37.7995421626789,-122.4067873761932,0,0,4.0,1.0,1.0,2.0,0,30.0,107.0,89.0,9.0,9.0,9.0,10.0,9.0,9.0,225.0
2.0,30,22,37.71844865127135,-122.3997362016771,1,0,3.0,1.0,0.0,2.0,0,1.0,338.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,120.0
1.0,16,3,37.7902555838612,-122.43640408433696,1,0,6.0,2.5,3.0,4.0,0,7.0,29.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,325.0
1.0,4,12,37.766701260864664,-122.41992050804706,0,0,3.0,1.0,1.0,1.0,0,2.0,10.0,91.0,9.0,10.0,10.0,10.0,9.0,8.0,150.0
1.0,4,1,37.760654170558475,-122.42413536603497,0,0,4.0,1.0,2.0,2.0,0,4.0,91.0,98.0,10.0,9.0,10.0,10.0,10.0,9.0,315.0
4.0,2,0,37.76892288198338,-122.44614722135277,0,0,6.0,1.0,3.0,3.0,0,30.0,110.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,189.0
1.0,4,4,37.76592346046789,-122.40628420511747,1,0,2.0,1.0,1.0,1.0,0,2.0,43.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,295.0
1.0,7,6,37.762951077807756,-122.44259230880789,1,1,1.0,1.0,1.0,1.0,0,3.0,133.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
4.0,26,18,37.80432485435444,-122.44601381922487,6,1,5.0,1.0,1.0,1.0,0,2.0,119.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,140.0
1.0,7,6,37.760521816495995,-122.42938676366029,1,0,8.0,2.0,4.0,5.0,0,4.0,9.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,595.0
1.0,1,1,37.74270981420035,-122.41954733598743,6,0,4.0,1.0,1.0,2.0,0,4.0,26.0,95.0,9.0,8.0,9.0,10.0,9.0,9.0,160.0
1.0,2,0,37.77306533127567,-122.44293332662133,0,0,4.0,1.0,1.0,2.0,0,3.0,279.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,190.0
1.0,8,7,37.746034934698464,-122.43714633619136,1,1,2.0,1.0,1.0,1.0,0,3.0,128.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
3.0,7,6,37.76174166551883,-122.44338799371899,0,1,2.0,1.0,1.0,1.0,0,2.0,284.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
39.0,19,13,37.72964986680759,-122.42538864365874,1,1,2.0,1.0,1.0,2.0,0,30.0,16.0,66.0,7.0,6.0,8.0,8.0,6.0,7.0,32.0
39.0,19,13,37.73019147182919,-122.42316507276752,1,1,2.0,1.0,1.0,1.0,0,30.0,22.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,43.0
5.0,7,6,37.75813280980431,-122.435501410745,0,0,3.0,1.0,1.0,1.0,0,2.0,157.0,89.0,9.0,9.0,10.0,10.0,10.0,9.0,115.0
2.0,26,18,37.80434091950715,-122.43911076138208,0,0,4.0,1.5,2.0,3.0,0,30.0,77.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,360.0
2.0,7,6,37.76078925600568,-122.43446716426722,0,0,5.0,1.0,2.0,3.0,0,30.0,175.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,270.0
5.0,7,6,37.75860169580284,-122.43332078787402,0,1,2.0,1.5,1.0,1.0,0,3.0,53.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,95.0
2.0,1,1,37.73501221688995,-122.42044654124183,0,0,2.0,1.0,0.0,1.0,0,2.0,199.0,89.0,9.0,9.0,9.0,9.0,9.0,9.0,85.0
2.0,11,10,37.78144284355475,-122.45634925971878,1,1,2.0,1.0,1.0,1.0,0,3.0,180.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,109.0
3.0,7,6,37.76054604147085,-122.44221005688347,0,0,6.0,1.0,3.0,3.0,0,3.0,30.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,549.0
1.0,4,1,37.751311937715464,-122.40794559735868,1,1,1.0,1.0,1.0,2.0,1,3.0,72.0,90.0,9.0,9.0,9.0,10.0,9.0,9.0,70.0
1.0,2,0,37.76587673502019,-122.44281364706676,1,0,8.0,3.5,4.0,5.0,0,6.0,4.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,672.0
1.0,2,0,37.76648138782622,-122.44542046625686,1,1,2.0,1.0,1.0,1.0,0,3.0,171.0,91.0,9.0,9.0,10.0,10.0,10.0,9.0,125.0
3.0,1,1,37.745869801004396,-122.41626278811238,1,0,6.0,2.5,3.0,4.0,0,4.0,10.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,380.0
4.0,4,12,37.77051517504619,-122.42239331039723,6,0,3.0,1.0,1.0,2.0,0,1.0,10.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
3.0,1,1,37.744979891642615,-122.4192682830423,1,1,2.0,1.0,1.0,1.0,0,1.0,123.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,102.0
2.0,5,4,37.76195710392394,-122.3941137968588,0,0,3.0,1.0,1.0,2.0,0,4.0,84.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,250.0
1.0,1,1,37.74248144385686,-122.41068814734358,0,0,4.0,1.0,0.0,2.0,0,5.0,310.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,149.0
1.0,15,12,37.78049712057347,-122.40933651797708,0,0,3.0,1.0,1.0,1.0,0,1.0,20.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,150.0
3.0,7,6,37.75666321147365,-122.43607225183206,1,0,6.0,3.0,3.0,4.0,0,2.0,30.0,96.0,9.0,9.0,10.0,10.0,10.0,9.0,600.0
1.0,4,4,37.763175524266984,-122.40707757022565,0,1,2.0,1.0,1.0,1.0,0,3.0,110.0,97.0,10.0,9.0,10.0,10.0,9.0,9.0,99.0
1.0,2,0,37.77133117749775,-122.44710314549205,0,0,2.0,1.0,1.0,1.0,0,2.0,76.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,169.0
1.0,0,0,37.77044205690913,-122.43598702310331,0,0,2.0,1.0,1.0,1.0,0,3.0,57.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,249.0
4.0,4,1,37.75635094832616,-122.4099599439602,10,0,3.0,1.0,1.0,3.0,0,1.0,17.0,95.0,10.0,10.0,9.0,10.0,10.0,10.0,117.0
1.0,18,10,37.78376700130976,-122.47522332276037,1,1,2.0,1.5,1.0,2.0,0,2.0,114.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,126.0
6.0,4,1,37.75905539444599,-122.40761079952294,0,1,1.0,1.0,1.0,1.0,0,31.0,9.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,80.0
3.0,9,8,37.7813536006477,-122.48265634677773,0,0,2.0,1.0,1.0,1.0,0,3.0,164.0,89.0,9.0,9.0,10.0,10.0,9.0,9.0,125.0
7.0,24,16,37.79418392439699,-122.40581857848669,8,2,1.0,1.0,1.0,1.0,0,30.0,6.0,100.0,9.0,9.0,10.0,10.0,9.0,9.0,29.0
7.0,24,16,37.79455321764032,-122.40600348975089,8,2,1.0,1.0,1.0,1.0,0,30.0,6.0,100.0,9.0,8.0,10.0,10.0,9.0,10.0,29.0
7.0,24,16,37.79478216810506,-122.40591706578753,8,2,1.0,1.0,1.0,1.0,0,30.0,5.0,96.0,10.0,8.0,10.0,10.0,10.0,9.0,29.0
1.0,9,8,37.77883743625136,-122.50534714231856,6,1,2.0,2.0,1.0,1.0,0,2.0,183.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
5.0,7,6,37.760032507448464,-122.43570420681834,0,1,2.0,1.5,1.0,1.0,0,3.0,30.0,93.0,9.0,8.0,9.0,9.0,10.0,9.0,100.0
5.0,7,6,37.75940723408172,-122.43362885017147,0,1,2.0,1.5,1.0,1.0,0,2.0,20.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,109.0
5.0,7,6,37.75978417038954,-122.43510121076721,0,0,8.0,1.5,4.0,6.0,0,4.0,27.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,349.0
1.0,0,5,37.77479775001232,-122.42711404907882,0,0,2.0,1.0,1.0,1.0,0,3.0,9.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
1.0,29,17,37.759254317193644,-122.50892627995125,1,0,7.0,2.0,2.0,4.0,0,4.0,73.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,295.0
3.0,0,3,37.78705762420541,-122.42907724795862,1,1,2.0,1.0,1.0,1.0,0,2.0,36.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,140.0
3.0,0,0,37.77345501294775,-122.42917216187692,0,1,2.0,3.0,0.0,1.0,0,2.0,15.0,95.0,10.0,10.0,9.0,9.0,10.0,10.0,89.0
1.0,0,3,37.78100841842559,-122.44083078453727,1,0,8.0,1.5,3.0,5.0,0,3.0,35.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,425.0
1.0,19,13,37.72593987458689,-122.4332746737005,6,0,4.0,2.0,2.0,3.0,0,5.0,8.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,195.0
1.0,2,0,37.76457287777136,-122.4505394535417,3,1,4.0,1.0,1.0,2.0,0,6.0,57.0,93.0,10.0,9.0,9.0,9.0,10.0,9.0,150.0
1.0,27,21,37.73853305047,-122.47165876619898,0,0,3.0,1.0,1.0,2.0,0,2.0,332.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,150.0
1.0,1,1,37.746867811278996,-122.40964439960747,3,0,2.0,1.0,1.0,1.0,0,3.0,149.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,145.0
3.0,0,3,37.78881143674971,-122.42940864885007,1,1,2.0,1.5,1.0,2.0,0,2.0,60.0,94.0,9.0,9.0,10.0,9.0,10.0,9.0,105.0
4.0,17,9,37.80139094743132,-122.41534214059685,0,0,8.0,2.5,4.0,4.0,0,1.0,14.0,93.0,9.0,10.0,9.0,10.0,9.0,8.0,450.0
1.0,4,12,37.7671701632487,-122.42418886921953,0,0,4.0,1.0,2.0,3.0,0,7.0,17.0,93.0,9.0,9.0,10.0,10.0,9.0,9.0,230.0
2.0,4,12,37.767305597237254,-122.42542005611267,6,1,2.0,1.0,1.0,1.0,0,1.0,215.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
1.0,15,4,37.77296524316408,-122.40301458331325,0,0,2.0,1.0,0.0,1.0,0,31.0,214.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,175.0
21.0,24,16,37.79471951605944,-122.40518769065089,1,2,1.0,1.0,1.0,1.0,0,30.0,1.0,100.0,8.0,6.0,8.0,8.0,10.0,10.0,29.0
1.0,19,13,37.72376078192114,-122.4292554103393,1,1,4.0,1.0,2.0,3.0,0,2.0,14.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,90.0
1.0,7,6,37.761796246922266,-122.42689993792705,1,0,5.0,3.0,3.0,2.0,0,3.0,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,545.0
1.0,7,6,37.7575563537735,-122.43639661714892,1,1,2.0,1.0,0.0,1.0,0,1.0,155.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,199.0
2.0,1,1,37.739624180591214,-122.41483916021394,1,0,6.0,2.0,3.0,4.0,0,3.0,10.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,225.0
2.0,13,7,37.73429084980193,-122.43491045425012,1,0,6.0,1.5,4.0,4.0,0,1.0,92.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,600.0
1.0,5,4,37.75599837299668,-122.40022348993303,0,0,6.0,2.0,3.0,3.0,0,4.0,16.0,85.0,9.0,8.0,10.0,9.0,8.0,9.0,190.0
1.0,4,1,37.76098575068275,-122.4218298319614,0,0,2.0,1.0,1.0,1.0,0,30.0,175.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0
1.0,7,6,37.76214175072215,-122.43148172464839,1,0,2.0,1.0,1.0,1.0,0,3.0,178.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,205.0
2.0,0,0,37.77296311563839,-122.43497058504214,6,0,5.0,2.0,3.0,3.0,0,2.0,26.0,95.0,9.0,10.0,10.0,10.0,10.0,9.0,350.0
2.0,0,0,37.77143688997825,-122.43469509330006,0,1,2.0,1.0,1.0,1.0,0,4.0,85.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,115.0
1.0,3,7,37.728720014064464,-122.44059799650427,0,0,2.0,1.0,1.0,1.0,0,30.0,46.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,195.0
1.0,9,8,37.77984759702197,-122.48477573931697,0,0,4.0,1.0,1.0,2.0,0,3.0,85.0,92.0,10.0,10.0,10.0,10.0,9.0,9.0,120.0
1.0,5,4,37.76197005567102,-122.40365311246342,0,0,3.0,1.0,1.0,1.0,0,30.0,126.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,135.0
1.0,4,1,37.758527554124036,-122.42387059283972,0,0,2.0,1.0,1.0,1.0,1,4.0,142.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,100.0
2.0,4,1,37.749461512033335,-122.40916943727592,1,0,4.0,2.0,2.0,2.0,0,2.0,41.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,295.0
2.0,26,18,37.805943988874915,-122.43782570167537,0,0,2.0,1.0,0.0,1.0,0,2.0,49.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,269.0
2.0,17,11,37.799546946300794,-122.41994329883609,1,0,6.0,1.0,3.0,4.0,0,2.0,20.0,74.0,8.0,7.0,9.0,9.0,10.0,7.0,549.0
1.0,8,7,37.74395439476918,-122.43252511289205,1,0,5.0,1.0,2.0,3.0,0,2.0,3.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,225.0
1.0,8,7,37.74440716979162,-122.42825856396165,1,0,3.0,1.0,1.0,2.0,0,3.0,249.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,179.0
8.0,5,4,37.759333724244215,-122.40367156059408,1,1,2.0,2.0,1.0,1.0,0,3.0,265.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
1.0,7,0,37.767942247221086,-122.43905721836694,1,0,4.0,1.5,2.0,3.0,0,5.0,4.0,100.0,9.0,10.0,10.0,10.0,10.0,10.0,450.0
1.0,17,11,37.802987167698234,-122.42447208867594,0,0,2.0,1.0,1.0,1.0,0,30.0,63.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,156.0
1.0,4,1,37.75980516082806,-122.42446898841631,1,0,7.0,1.0,3.0,4.0,0,3.0,28.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,439.0
1.0,23,15,37.73820729791405,-122.39146355195572,0,1,2.0,1.5,2.0,1.0,0,30.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,79.0
1.0,1,1,37.73495516713912,-122.4165588795476,1,0,8.0,2.5,4.0,6.0,0,4.0,11.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,419.0
39.0,19,13,37.729883744746296,-122.42672685799467,1,1,2.0,1.0,1.0,1.0,0,30.0,15.0,89.0,8.0,8.0,9.0,9.0,8.0,9.0,43.0
8.0,5,4,37.76132395882731,-122.40421421416158,1,0,8.0,3.0,3.0,4.0,0,5.0,19.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,780.0
4.0,31,13,37.72301613903117,-122.45729445370094,0,0,6.0,3.0,3.0,4.0,0,30.0,23.0,91.0,10.0,9.0,10.0,10.0,9.0,9.0,369.0
35.0,7,6,37.75643125086548,-122.43411479124427,3,0,2.0,1.0,1.0,1.0,0,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,105.0
1.0,0,0,37.77178866152397,-122.42860652641451,1,1,2.0,0.0,1.0,1.0,0,1.0,231.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0
1.0,16,11,37.79341004710885,-122.42521418402224,0,0,8.0,2.0,2.0,2.0,0,30.0,79.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,190.0
2.0,4,4,37.75742181545912,-122.4037551528147,1,0,4.0,2.0,3.0,3.0,0,4.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,230.0
4.0,12,9,37.797094517184604,-122.4103305141681,0,1,1.0,1.0,1.0,1.0,0,30.0,83.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
5.0,9,8,37.77619016624517,-122.4823081405008,1,0,2.0,1.0,1.0,1.0,0,1.0,543.0,95.0,9.0,10.0,10.0,10.0,9.0,9.0,79.0
4.0,21,23,37.78734530782713,-122.39849603428934,0,1,1.0,2.0,1.0,1.0,0,5.0,45.0,95.0,9.0,10.0,9.0,10.0,10.0,9.0,200.0
1.0,4,1,37.7605013739152,-122.42316861412606,0,0,3.0,1.0,2.0,2.0,0,7.0,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,220.0
1.0,18,10,37.778216332057994,-122.45813412886213,1,0,5.0,2.0,3.0,3.0,0,3.0,13.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,450.0
1.0,1,1,37.74520796482908,-122.41938439992286,1,1,3.0,1.0,2.0,2.0,0,3.0,136.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
1.0,4,1,37.76148735392739,-122.40873808406342,0,1,1.0,1.5,1.0,0.0,0,2.0,149.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,103.0
1.0,8,7,37.74472431318677,-122.43698791604017,1,1,2.0,1.0,1.0,1.0,0,2.0,465.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,95.0
1.0,3,7,37.73279458932991,-122.43700536876571,1,1,1.0,1.0,1.0,1.0,0,2.0,274.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,68.0
1.0,2,0,37.768101414488996,-122.43972462971016,11,0,4.0,2.0,2.0,2.0,2,5.0,5.0,100.0,10.0,9.0,10.0,10.0,10.0,8.0,499.0
1.0,6,5,37.778968439870724,-122.41930159914222,6,0,2.0,1.0,0.0,1.0,0,30.0,3.0,93.0,10.0,9.0,8.0,9.0,9.0,9.0,120.0
1.0,26,18,37.80171787412727,-122.43501307494165,0,0,5.0,1.0,3.0,3.0,0,3.0,230.0,95.0,9.0,10.0,10.0,10.0,10.0,9.0,196.0
1.0,26,18,37.80177976689253,-122.43718710824848,1,0,8.0,3.5,4.0,5.0,0,4.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,979.0
2.0,8,7,37.74555307701641,-122.43383654429608,0,0,2.0,1.0,1.0,1.0,0,2.0,417.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,99.0
5.0,9,8,37.77632194503495,-122.48067177599927,3,0,2.0,1.0,1.0,1.0,0,1.0,472.0,95.0,9.0,10.0,10.0,10.0,9.0,9.0,69.0
1.0,4,1,37.76156689216558,-122.4218623092885,1,0,6.0,1.0,2.0,4.0,0,2.0,47.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,345.0
4.0,8,6,37.75036389542221,-122.42620591542439,1,1,2.0,1.0,1.0,1.0,0,1.0,110.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
6.0,12,24,37.79648078540878,-122.41179578638334,0,0,6.0,1.0,2.0,3.0,0,4.0,7.0,93.0,10.0,9.0,9.0,10.0,10.0,9.0,295.0
